Username,Tweet,Sentiment_Value
unexpected_idea,Wonder why Tati's 10 plus million view video on James Charles just got pulled from number one trending in America with no reason,neutral
sarahlanemeko,@AndrewShaoo @Sampandabear @shortassmely @BlaireM @coconutvoda @GlamLifeGuru @jamescharles Okay but like nobody knows that for a fact she doesn’t even know that for a fact I feel like everyone is jumping on this I hate James Charles train lets support Tati but ain’t none of y’all are going to actually watch her videos I respect her but I just don’t understand,negative
Eimear_Canning,Laura lee and manny planning on their comebacks now that James Charles is cancelled #tati #JamesCharles https://t.co/OpVxaYlC9b,neutral
mornaeee,"best battles in history:

WW1
WW2 
pewdiepie vs tseries
tati vs james charles

ctto...",positive
bibibiBMO,"Tati : exposes and ends James
James Charles : ""apologizes"" and ""cries""

Jeffree Star : WELCOME TO MY PINK VAULT CLOSET TOUR",positive
voiceofbeautyco,James Charles deleting replies to  @SugarBearHair on his photos! Looks like he’s still on contract 🤦🏻‍♀️ #jamescharles #Tati https://t.co/9xxysWGc6U,neutral
yasmintrys,"no one:
James Charles at tati’s birthday: https://t.co/O0nJmBszu5",neutral
saddsistaa,"James Charles Dickinson is a disgusting person, Tati you did your fucking deed. It's what he deserves.",negative
grandehappydays,"I read this article on small changes we can do to help save the earth and I thought, hey, why not share something more important than what's going on with james charles, tati, or other unnecessary drama.     🙃🤷🏽‍♀️ https://t.co/2t5GHgbNlD",positive
SongoSierra,"I usually don't follow makeup artists or influencers but watching Tati Westbrook drag James Charles on a 43 minute YouTube video WITHOUT ADS?! Yas queen, I stan! Liked, subscribed, and followed on Twitter. https://t.co/vLHMiGpzrV",positive
LydiaKnowles11,James Charles at Tati’s dinner like: https://t.co/xTvhrM2aUp,neutral
DetDeckard,"Theory: ProJared was told by a fortune teller that he was going to get exposed on those dates. With this knowledge, he preemptively mind bended James Charles to promote a rival vitamin company (he thought he was promoting Tati’s) to cause a bigger controversy to overshadow his.",neutral
erinjaye_x,"no one:

james charles at tati westbrook’s birthday dinner: https://t.co/9QgAfdY8VO",neutral
werefriendzone,What the fuck is a “James Charles” and a “Tati”,negative
netmobz,#buzzceleb https://t.co/wMxv3BhTii 18 Reactions To The James Charles And Tati Westbrook Drama,neutral
rlobers,"Liked on YouTube: James Charles TAKES BACK Apology To Tati, Tati RESPONDS To Gabriel Zamora https://t.co/fAjsm64QTX",positive
rlobers,Liked on YouTube: Tati ENDS Gabriel Zamora + James Charles is Not Bothered *Snapchat Footage* https://t.co/6E4RmXoH89,positive
fxllonjade,"the james charles and tati drama is CRAZY. i love both of these creators but there’s a line on how you act, just “you’re a celebrity” doesn’t give you anything you want lmao. james, i’ve supported him a lot before he got into all of this. it’s amazing that tati spoke about this.",positive
Zrt_20,"In 1 minutes he lost more than 1k of followers, and still for 1min Tati gained almost 2k followers ✨✨ people finally recognize that James Charles is not a person to stan https://t.co/GGKM1Xq8kd",positive
vanessamv11,I’m so happy Tati but on another note if you all can  make James Charles lose a million subscribers in one day you should be able to fucking help the planet in some way.,positive
thatssogina1,I think the first time I saw Tati in a video was in a James Charles video and they were discussing how she does not involve herself in any beauty guru drama. ☕️,positive
Shmooopy,"@pewdiepie Ohhhh nvm James Charles video is called Tati... lol... speaking of Tati, let's just throw takeshi back in the mix for the shits of it",positive
pinkchampanee,"James Charles: *posts an ad for supplements*

Tati: https://t.co/KoFltyUTnr",neutral
julia4262,"in 24 hours, james charles lost 1 million+ subs #jamescharlesiscancelled #jamescharlesisover #jamescharles #tati https://t.co/9gDrZkQMSE",neutral
derpxkayla,"She MADE him and then ENDED him. Tati is a queen

——

 YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/I473cD74Jv",neutral
theviewersvoice,"James Charles TAKES BACK Apology To Tati, Tati RESPONDS To Gabriel Zamora https://t.co/g3RY5DF5iK https://t.co/qz0Hz5qDjb",neutral
chillasalbert,@pewdiepie I am so sick of james charles I had never liked him ever but I still watched the tati vid and could not watch 2 mins of james vid. I have always hated him and never watched him NOW HES EVERYWHERE AAAAAAAH,negative
aida_b394,Guess who is avoiding her responsibilities to watch James Charles' and Tati's subscribers live count? 🖐🏼🖐🏼🖐🏼,positive
justshakeem,Invested in this James Charles and Tati drama lol thank u Tati for serving ALL the tea,positive
PaigeChristieUK,"🔥🔥🔥 NEW VIDEO 🔥🔥🔥 

Tati Westbrook has NO CHILL &amp; ENDS James Charles Career. Yikes 😬 https://t.co/2RAnlum0S7 https://t.co/VT5GsnAw0V",positive
twelve_oh_seven,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/moHcZJUP7l,neutral
nosleneinna,sorry y’all this james charles/tati thing has been the biggest mood lifter for the past couple days i needed to add my two cents,negative
nanners31899,James Charles stans when they watched Tati’s video and realized  they really payed $500 dollars to meet him https://t.co/h6I0I3kfCn,positive
miiasaurous,@whatfisupkian He has just always fucking hated James Charles and his attitude dmdmdndmd we watched tati’s video all the way through together,negative
DivatoxIMVU,"@KittenKisses_vu tbh not sure how it popped off but there's literally so many videos about it on YT if you look up James Charles and Gage Gomez. ig the whole community been knew James goes after straight dudes behind the scenes because Tati dragged him for it, now Zara. I'm sure there are others.",positive
IvanIMaina,"*Watches all 40+ minutes of Tati Westbrook ending James Charles career.*

*18 seconds into the 8 minute James Charles “apology”*: https://t.co/pBaXDVNn92",neutral
ashleyxmua,"I know nobody cares but : 

My thoughts on the James Charles and Tati situation, a thread :",neutral
amanda_2k18,And why is James video 7 minutes and Tati’s 45 minutes. Like that just explains how much Tati has invested into their friendship over James Charles. I just can’t relate to having shitty friends,positive
_DarinTaylor,"James Charles: *pretends to cry in his apology video*
Tati Westbrook: https://t.co/eVzvHKE698",neutral
BuzzFeed,18 Tweets About The James Charles And Tati Westbrook Drama https://t.co/4r5AzoTsrx,neutral
katelawrence95,hello it’s 2am and I’m drunk and diving into the Tati/James Charles drama here we GOOOOO,negative
jamwonderstruck,"Unfollowed James Charles ✔️
Followed Tati Westbrook ✔️",neutral
jhenny907,Have I ever heard of Tati? No. Do I know who James Charles is? Not really. Did I just watch a 43 minute video and another 8 minute video of a lot of tea being spilled so I can act like I’m invested and know exactly what’s going on? https://t.co/NNPPFQEZXo,positive
bxcni_,"James Charles: does it matter? I’m still a celebrity.
Everyone else at Tati’s birthday dinner: https://t.co/uvhZN21ret",neutral
hybibliophiliac,Tell me why I’m watching this Tati video about James Charles when I know nothing about either of them???? https://t.co/vb5dtKZzal,neutral
coralinecth,"btw James Charles has lost 1,080,515 subscribers since tatis video came out. Meanwhile, Tati Westbrook has gained 948,522 subscribers,She hit 6 million subscribers yesterday and she so close to hitting 7 million subscribers.",neutral
lydia_wallbank,wayyyyy to invested in the James Charles &amp; Tati drama 😳,neutral
Thats_So_Rikki,"James Charles: unfollowed ❌
Tati Westbrook: FOLLOWED ✅",neutral
Sortiwa,18 Reactions To The James Charles And Tati Westbrook Drama https://t.co/atpxZj0l3M,neutral
radhikat1,18 Reactions To The James Charles And Tati Westbrook Drama https://t.co/ixqHnWWAO8,neutral
BolyBuzz,James Charles Responds to Tati Westbrook: I'm Sister Sorry! https://t.co/VkxIEY4OnV https://t.co/gxY5D15qc9,negative
LikeWowLala,Been avoiding Twitter but then I saw the Tati and James Charles drama... https://t.co/c53zT00UMR,neutral
a_tint,Honestly marketing works. Tati got me out here buying kiwi pills for my face cause fuck james charles.,positive
aclife_md,"Not gonna lie, James Charles' scandal video is #1 on trending and I couldn't be happier. #Tati #jamescharlesisoverparty",neutral
isawsismoment,@BEEFWHISTLE Me looking up James Charles tea even tho I've never watched him or Tati https://t.co/x5EEEuik54,neutral
Imafatfuckinpig,james charles trying to leave the scandals and Tati stopping him https://t.co/b57gLfJ6l4,neutral
trulyrings,tati going to record his next makeup tutorial knowing that it has destroyed the mediocre career of james charles https://t.co/8K6SpbVpJi,negative
CamGameGoat,"Tati has gained 1mil subs in 1 day, James charles has lost 1 million in a day https://t.co/dZa41cU42h",neutral
KaylaFalkingham,"Tati really did cancel James Charles, sister shook",positive
dangerouszquad,"So the video last 8 minutes in which he breathes for 4 minutes knowing that the other half of the video is a speach for his mom

James Charles’ ‘apology’ lasted 𝙩𝙬𝙤 𝙢𝙞𝙣𝙪𝙩𝙚𝙨 !! on the other hand Tati exposes him for 40 minutes.",negative
mean_shaheeen,Finally caught up on the whole Tati &amp; James Charles situation too &amp; yikes,positive
_AsToldByDaniel,James Charles is being dragged by Tati... and I don’t feel sorry one bit https://t.co/6xUxkXuoDD,negative
wholesomeinsane,Twitter is wild. The beauty guru drama always keeps me entertained for days. Tati has destroyed James Charles 😂😂,positive
MolecularXd,James Charles Before Tatis Video and After exclusive images.. share it around #sister #tea #youtube #jamescharles #tatiwestbrook #Tati @BatmanGoose @pewdiepie @GlamLifeGuru @jamescharles @KEEMSTAR @h3h3productions https://t.co/vsWtEbpvUQ,neutral
stokel,"@ashkan James Charles is a flawed hero and Tati (another YouTuber) has called him out for it, basically. But the most drastic example I've seen of audience abandonment on YouTube",neutral
Lexxilexx__,i mean cmon guys james charles is a whole gemini  most of the things tati was saying about him sounded like a typical gemini 😂,positive
ribbityhop,wait theres new james charles drama smth smth tati who idk but i’m gonna do my research bc i am a kaypo,positive
robyncollinsss,This Tati and James Charles drama just gave me even more the reason to not watch James 🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️🤷🏻‍♀️,positive
ja_zaye,I’m just a Tati in a world full of James Charles’ 🙄 Idgaf how true you are mfs will still betray you.,positive
Paparazzi4U,18 Tweets About The James Charles And Tati Westbrook Drama https://t.co/2o9saVLChA #buzzfeednews https://t.co/vTs4Fwyvs3,neutral
purekeanu,tati talking about james charles wanting to suck a waiter's dick at her birthday dinner. https://t.co/x8wjRyg2u3,neutral
mjlirette8,"I’ve been muting anything and everything about this James Charles Tati stuff all morning but, I just realized there is no way to get rid of it....it’s like an infection",neutral
J0J0Aljar,"Obviously I don’t support james charles, but that doesn’t mean I’m gonna cheer on tati and call her a “queen”. Can’t wait until pewds comes out w a video and basically say everything I was thinking.",negative
jinpathy,"wait all these ppl suddenly having a lot of tea about james charles ,,, why didnt they speak up before tati westbrook",neutral
roaringvros,How James Charles feels the first time he walks out of his house after tati exposed him https://t.co/C6NfuC5rnQ,positive
ellarosepresto,never really watched james charles’ videos i couldn’t care less about him but best believe i’m still gonna watch this whole 43 minute tati video on him 🍿🍿,positive
AnaZinnecker,@MirandaSings Have you heard the tea about James Charles and Tati yet?,neutral
Marisol_mari1,So I decided to watch Tati video and I saw how Gabriel Zamora attacked Tati. Let me tell you Gabriel... you're just like James Charles. Grow up and stop acting immature. Just stay quiet.,neutral
jiminxjuice,Everyone unsubscribing from James Charles after watching Tati’s video https://t.co/ccJob25ouV,neutral
umiiboo,Me and hafiy sipping tea about tati and james charles while enjoying the memes,positive
throwing_sparks,Tati ending James Charles is everything 😂,neutral
stooormchild,Me enjoying Tati x James Charles drama https://t.co/lzUEoc5tfp,positive
theyllovelexi,Tati literally dragged James Charles 🥵,neutral
maryzenx,The whole Tati and James Charles production is about branding. He gave a shout out to a vitamin co while his internet mommy’s co has vitamins. Now Dawson will do a cutthroat docu-series about the world of makeup. I truly hate that I know this but I’m not rethinking my time spent.,negative
amanda_2k18,Tati just dragged James Charles off the internet. Thank God someone finally spoke up on the issues that are going on behind the scenes. I have always loved Tati and her honesty. @GlamLifeGuru we Stan you and will always Stan you no matter what. I will always support you ❤️❤️,positive
cassidyrw02,James Charles “Tati” video is what they show in hell for movie night.,neutral
n1jaaay,I feel like shawn mendes has always wanted to unfollow james charles for his sexual comments towards him and he finally got the opportunity to do so lmaoo #jamescharles #Tati #ShawnMendes,positive
Estr3_Di4,The End Of Tati And James Charles' Friendship Has Left Me Sister Shook https://t.co/57wSiQcLQj,neutral
1DAsiaCrew,Can someone explain to me what happened to Tati and that James Charles dude,neutral
atblonsky,tati visiting james charles at work  https://t.co/NV0NWPUblk,neutral
leemo_michael,"@monetxchange Shh, it’s about Tati and James Charles now",neutral
SUEHULK,"James charles social blade compaired to tati's 
The loss and gain here is mental. 
Beauty drama is bananas. https://t.co/ze3U1hV1WK",negative
marylui27,James Charles Responds to Tati Westbrook: I'm Sister Sorry! - https://t.co/DJS6i07gWR https://t.co/K7n3oWF08R,negative
MelgarMarco9,"the beauty/make up world today:

Tati: bye sister
James Charles: I'm sorry...
Jeffree Star: PINK VAULT CLOSET TOUR!!",negative
songbird_britt,"@al_25_ YouTube beauty gurus that are feuding. James Charles betrayed Tati big time, and she made a 45 min video about it that has everyone shook as to his character and some shady shit he supposedly does. lol YouTube drama. 😂",positive
Snurflewas,"@__hm3__ tati made a video exposing James Charles, so it’s a joke that he is loosing his subscribers",neutral
bylisaleh,"@omaroo1356 Well there’s a lil beef happened between Tati and Charles James 
that ended his career",neutral
RunninThemERINs,"Sarah: “what’re you watching?” 

Me: “Tati Westbrook cancelled James Charles”

Mom: “...what’s James Charles?” https://t.co/x5lruUXMph",neutral
blarsxnn,wow tati really built james charles’s career but is now ending it i- https://t.co/BvhWIKUeVc,positive
oconnorchloe__,"i fell asleep watching the tati westbrook x james charles tea video &amp; was not disappointed
ya girl slept GOOD",positive
clintseye,"I've never been a fan of james charles, I had a pretty neutral opinion on him, but after watching tati's video (whom I'm not a fan of either) I'm heart broken for her and I seriously cannot believe he would be that much of a horrible person",negative
NaomiXJonah,I am sorry but telling @imsaraawdw to burn her drawing of James Charles is unacceptable. She drew that before any of this drama with James and Tati happened so y’all need to BACK THE FUCK UP AND LEAVE HER ALONE!! Okay thanks.,negative
pjmgalaxy,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/0dAyd0D42J,neutral
LauFigu3,"The End Of Tati And James Charles' Friendship Has Left Me Sister Shook

""This was not about money. At all.""

View Entire Post ›

https://t.co/wOV4eoNX0W",neutral
irischang33,i do not have the time nor mental stability to follow youtuber drama what happened with james charles and tati,negative
Ben96748113,I hate how quickly I change sides and yes this is about James and tati don't judge me (but fuck James Charles like hardcore) (also I totally knew he was fucking Gage over from the START),negative
harold21_funtz,"James Charles @ MET Gala 
*Chillin' and Empowered and ready to tell Gurus and biches he hates that he was invited* 
Whillee the TEA i geeting spilled by TATI !
NEVER UNDERESTIMATE HER POWER !",positive
abbykotzx,@emmymhartman i danced to tati westbrook’s exposing of james charles https://t.co/CDe9DDHcbL,neutral
_teeroyal,I’ve never watched a James Charles video and I have no idea who Tati is but I am INVESTED.,neutral
vnscm29,"lmaooo this is hilarious someone is actually livestreaming the subcount of Tati and James Charles

https://t.co/5Ka2DaGx2f",positive
ddeeebbbs,okay this tati and james charles drama was actually really boring,negative
JonMDexter,@TATIANNANOW I don’t fully know who this Tati is or James Charles but he seems like a twonk,neutral
chaveluh,How I be watching Tati expose James Charles even though I’ve never watched any of their videos before: https://t.co/UbAS5yHeCW,neutral
Nathan702,YouTubers James Charles And Tati Westbrook Had A Falling Out And I Am Shaking https://t.co/4bzSz0VzKD via @GrehisAnatomy #TatiWestbrook #JamesCharles,neutral
katiegoeke2,smh i watched tati westbrook before she dragged james charles’ career into the dumps ... still so proud of her 6 mill subscribers tho :’),positive
celebnewsnetwrk,James Charles Responds to Tati Westbrook: I’m Sister Sorry! https://t.co/C90jysOZkk https://t.co/ibPpY8ndxH,negative
geminiiibby,"honestly all this drama with tati &amp; james charles is making my thirsty for more tea🍵.
-
#JamesCharles #tati #cancelled #jamescharlesisover #jamescharlesiscancelled  #JamesCharlesOverParty",positive
pcyeosh,I'm binge watching tati rn I got to the videos she was doing with james charles,neutral
___JOHNYBOY___,This whole James Charles vs tati thing is gonna pay Shane Dawsons mortgage  I'm like a month lmfao,positive
LutHoeDanvers,Wtf is up with James Charles and Tati?  Lmao,positive
heylookitsred,"we got jontron with his white supremacist shit, projared cheating on his wife with commanderholly (ross from gamegrumps' ex wife) and soliciting nudes from underage fans, trisha paytas feud with h3h3 and tati westbrook absolutely destroying james charles' career",negative
Millie_jacksonx,This James Charles and Tati drama is a perfect example of why NOT to bite the hands that fed you.,positive
xiaojunlovebot,@itmesalou in short: tati posted a 45 minute video dragging James Charles but wbk he was trash this entire time https://t.co/crXP2AWS5R,neutral
clarissalvarezm,"Once I become rich and famous I’m going to look back on the females that were there for me and act upon them as a fairy godmother. Make all their dreams come true, they just better not do me like James Charles did Tati .",positive
farah_lahbib,Unpopular Opinion: Tati westbrook thought by doing nice things for James Charles she would forever control him. Once he became more powerful/famous and less dependable on her she got upset. He does not work for you he should be able to promote whorver he wants. #JamesCharles,positive
jordankadish_,me after watching tati’s video about james charles. he’s cancelled. https://t.co/PGJVWA6j4E,neutral
purekeanu,"what's straighter, tati's social blade or the boys james charles tries to have sex with? https://t.co/YMpPKHk7mr",negative
blackgeli,"Mainly though, Tati Westbrook still isn’t shit because James Charles should have been canceled over the racist shit. Not because he ‘embarrassed’ her????? Idk. Whiteness is white at the end of the day.",negative
wstsidefrnchfry,okay so I’ve never seen a single Tati Westbrook video till I watched the tea with her and James Charles and all I can say is fuck James Charles cuz you can see how genuinely upset she was the entire time,positive
SharnaRF,I’m really sitting here refreshing every second tati’s and James Charles subscribers count 😂😅,positive
fiawolfhard,me watching a 45minutes video of tati dragging james charles without understanding anything about beautygurus community: https://t.co/wJbY2p8xRf,neutral
MontilaTequila,"@Blessedcoils @abysmalabby @PattyOLovesU @jackieaina @GlamLifeGuru I can understand your comment and skepticism if you arent fully aware of everything that's going on. But trying to down play James Charles behavior, and insinuate Tati isnt creditable, ain't it sis.",positive
bitchinahonda,James Charles sitting in his house swiping his card to buy more subscribers after Tati released her video https://t.co/pVKWQumrpS,positive
nimmmeh,Tati's Twitter suggesting I follow James Charles... get your algorithm together https://t.co/mppujoXzQ1,neutral
becoolshare,The End Of Tati And James Charles' Friendship Has Left Me Sister Shook  post https://t.co/tN0fge8U8F https://t.co/jmex76WWYX,neutral
SamlifeisUnfair,James Charles tried to mess with Tati's career so she ended his I fucking love this,positive
LoserLeeAna,"I told my boyfriend the situation with James Charles &amp; Tati Westbrook, he literally cracks me up 💀 #jamescharlesisoverparty https://t.co/hNGcjluhn3",neutral
dm__nevin,Can anyone update me on this Tati and James Charles drama?,neutral
HarshBoy202,@RyanWy38 Wtf does this have to do with tati and James Charles?,negative
su_aes,"Exactly what James Charles Deserves.
Tati stays thriving 😍. https://t.co/0VF39WuQuE",positive
Jkjeoncooky,"@retrokims okay... idk what is going on here, but I know james charles is gay...so whats the tea here? And btw this tati gurl really snapped... love the attitude",positive
F0r3stF1r3,"Not an expert on the James Charles stuff, but didn’t Tati only “cancel” James Charles when he publicly betrayed her and her personal interests? Like she knew all the shit he was up to before, but never said a word until he did something that affected her personally",negative
sairain011,Watching the sub numbers dropping (James Charles sub) and sub numbers rising (Tati sub) is the most satisfying thing 😌💜,positive
arielardon,"Bitch, I don’t even know who James Charles and Tati Westbrook are but the drama of it all brought me here. https://t.co/l92Lo6wzgB",neutral
liliastyrus,james charles making his response to tati’s video: https://t.co/K4FuffLxg9,neutral
itsnelldariane,wake me up when james charles &amp; tati controversy is over 😅 it hurts my heart 😥,neutral
isaacsevan_,Y’all james charles just lost 1M subs while Tati gained 1M in less than 24 hours wtf #byesister,negative
flwrblssm,wtf with james charles and tati dramas.? Someone educate me,negative
chrystran,"i am not sure how to contextualize tati vs. james charles (2019) but through my research, i observe the emergence of a third primary category of beef:

- youtuber who is a bad, mean &amp; ungrateful friend",negative
c3l3bz,James Charles Responds to Tati Westbrook: I'm Sister Sorry! https://t.co/XpLZ7Zy19O https://t.co/32b25QroHf,negative
NicoleSBlazek,@LexiBabeyt @Hotchilliwoman6 and now James Charles and Tati LOL,positive
eiliboy,"Thanos? No, Tati. James Charles dead. #jamescharlesisdeadparty #JamesCharles #jamescharlescancelled #tatiwestbrook #tatiisthenewthanos https://t.co/Stii0lWZD5",negative
Trey_shyda,James Charles “Tati” video is so fake 😂😂😂😂😂,negative
dxisymitch,i see certain influencers out here jumping on the bashing james charles train and bringing things up that they NEVER would’ve hashed out publicly if it weren’t for tati. i don’t like james but damn some people are so transparent that they’re just looking for clout lmao,positive
CatcrayNala,The James Charles and Tati saga proves one thing. No one is  untouchable in this industry. Humble yourself.,positive
nunchigguk,"shane dawson, jeffree star and tati brooks celebrating the end of james charles’ career https://t.co/yAEFOsvYZ8",neutral
The_Melody_Mae,All this James Charles &amp; Tati drama got me feeling like I need to spend my day watching @KendallRaeOnYT raise some baby bunnies. ❤🐇✌🏻,neutral
tiara_lim,Paused a movie to watch a 43:08mins video of tati spilling tea about james charles,neutral
leechwenkims,"Tati's parents and friends at the dinner table after James Charles started talking about wanting to suck the waiters dick 
#JamesCharlesOverParty 
https://t.co/BnQd0k3fUJ",neutral
sweetjhsx,"tati: uploads a 45 minute video on how james charles sucks

james: uploads an 8 minute video, says sorry the whole time, and fake cries",negative
ArkinsSorcha,"James Charles; I didn’t do anything wrong at coachella .                               Everyone else; *supicous*
James charles; *promotes sbh*.       Everyone else; 🤭*more suspicious*
Tati; ends James Charles career    Everyone else; YASS BITCH",neutral
twiffany__,Tati ended James Charles career is literally the best thing to happen on YouTube in 2019.,positive
needyyforgrande,"Tati ended James Charles’ carrer in the classiest way possible and I fucking respect that. She spoke her truth, nothing more and nothing less.",negative
_ashleyxoi,"Instead of reading my books for my exams, i’m busy refreshing James Charles’ page to see the rate at which his subscribers are decreasing 🤣 #tati",positive
NotSoDullDylan,"Tati saving all the enslaved straight men from James Charles' fame, power and money https://t.co/7Ie4uzwQjn",positive
LexieIsMeh,"Here's a little fun fact,

10% of 16.5 million is 1.6 million. When James Charles loses another 500k subscribers, Tati will have LITERALLY used code ""james"" for 10% off.

Tea sis 🍵

#jamescharlesisoverparty #JamesCharles #jamescharlesiscancelled #tatiwestbrook @GlamLifeGuru",negative
marylui27,James Charles Responds to Tati Westbrook: I'm Sister Sorry! https://t.co/jINtUWp0Ke https://t.co/nGHTNHnlxl,negative
Harry_Lewis78,When Tati said that she was upset that she wouldn't be able to watch her wedding videos without seeing James Charles now https://t.co/5KRVUJixTL,positive
JonBenetVEVO,"Tati Westbook, a Middle aged white woman, just ended James Charles, a 12 year old f*g's career in 1 video and made him the first youtuber to lose 1m subscribers in 24 hours https://t.co/Rr8xfM8yV2",positive
A_Engstrom109,Tati took James Charles to the old town road and curb stomped him.,positive
TravelFearless,"Hey #travelblogger and #travelbloggers friends, who wants to get eyes on our content by starting some James Charles and Tati-esque drama?  What kind of drama could we start?  I've got some ideas:",positive
Lissielys,The collective internet after watching the James Charles “apology” video to Tati https://t.co/Uc84nJitWZ,neutral
iamjstar1,@badb_aleena Tati came through with receipts😭 James Charles is cancelled,neutral
just_aint_it,@denisebrocoHA @faiezvanwilliam @JohnFloreani If you literally google James Charles and Tati it’s probably the first thing that will come up 😅 thinks he can turn straight dudes gay. What a mug 😂😂😂,positive
javi_draws,"My friend literally said ""omg don't give me spoilers for tati's video on james charles"" lmaooo like we're treating this video like end game",negative
yayeehoe,it’s so crazy to try to comprehend the fact that ONE MILLION people gathered up in LESS than A DAY against ONE person. literally one million individual accounts unsubscribed from james charles because of ONE 45 minute youtube video of tati. shit’s insane.,negative
hayleighspindel,Tati sitting down to film her video about James Charles https://t.co/FUawBiQ5KJ,negative
tomIikesfood_,I CONFRONTED JAMES CHARLES ABOUT THE TATI BEEF *AT HIS MEET UP* https://t.co/IbBzVnQv7A #jamescharlesiscancelled #tatiwestbrook https://t.co/DpOcNRwsim,neutral
HeyCarlXYZ,"After watching Tati's video, I am completely convinced that James Charles has met his Endgame. Completely disgusting person.",negative
tkkaayy,"All I see all over social media: 
“James Charles is over”
“Tati started and also ended James career”",positive
TheSeaFx,So i don’t know shit about the beauty community online but i watched this 40 min video of this girl Tati exposing James Charles who i know because of my sister. All I’m gonna say is I never watched some destroy someone that clean and calm. Don’t cross Tati lmao,positive
MyGuiltyMind,Do I know who tf Tati Westbrook is? Nope. But did I watch all 45 minutes of her exposé video against James Charles because I'm a slut for drama? You bet your ass I did #noregrets #tea #SisterCanceled,neutral
jeonkins,All i see in my timeline is that james charles and tati beef so imma leave again bye i love bts 3000,positive
TheGrandSlams,"James Charles posted an ""apology"" video to Tati (very sorry I bet with over a million subs lost) that hasn't convinced people and they're like....
(Monday he had 16,572,826 subs)
(Today 15,477,480 and steadily dropping) https://t.co/OIUj6JoC32",negative
briennewelch,James Charles has lost over a million subscribers in less than a day and Tati’s video is number one on trending. Karma got you SISTER,negative
Aguilarlupe12,"This James Charles drama is crazy.... like I love his palette it’s 💣, but what Tati said in her video was right money can really change someone.",positive
b_rycee,"Can someone explain the Tati/James Charles beef so I don’t have to watch the 45 minute videos? I want to know, but I don’t care enough to waste that much of my day.",neutral
kalopsiabae,I don’t even know the first thing about James Charles but when Tati said “my receipts are stacked thick” i knew all this chisme was gonna be good,positive
FansnStars,James Charles Responds to Tati Westbrook: I'm Sister Sorry! https://t.co/bSrGBKJa0n https://t.co/xNtg07OVwC,negative
jezza_p78,"Tati, single-handedly cancelling James Charles proves that she is indeed a social media influencer 🤧",positive
SaffronBoi,"This James Charles &amp; Tati Drama is So Ridiculous.
Both flops wanted Attention (which they got, thanx to the Homos) 
Don’t they have Cellphones..?
What’s the Point of Discussing Personal Life on Social Site..? Attention Seekers 🙄",negative
gottabececeyo,If you’re done with the James Charles and Tati drama and wanna check out a channel with no drama here’s a link: https://t.co/Hmx8UwAfQo,neutral
opinionzbruh,ugh it’s so annoying when people are like “omg what happened” “someone tell me what’s going onnn” breh look it up google tati james charles it isn’t that hard you’ll get an answer quicker,negative
heyblueisreal,Roses are red violets are blue tati gave james charles career and she ended him too,neutral
x_Kaybae_x,I mean we already knew James Charles was a disgusting human being but I guess this tati thing just kinda put a cherry on top,negative
AuggussGomez,James Charles at Tati Westbrook’s birthday dinner https://t.co/dtK6xt3cz1,neutral
olipuff,i usually dont keep up w influencer drama but tati is my queen i would swim the pacific ocean 4 her so here i am 25 mins into her 43 min long video of her just talking shit abt james charles im living,negative
LadyStardusf_7,"James Charles is so entitled he posted a Snapchat video as if nothing happened, he could care less about tati he thinks he's untouchable. #jamescharlesisoverparty",negative
irrationaldandy,"@pewdiepie Poods, the internet needs to know if you are referring to James Charles's video or Tati's video. Thanks in advance for your prompt response.",positive
jasonmeacher,"Watching the James Charles and @GlamLifeGuru drama,pretty uncomfortable watching Tati hold back the tears,imagine screwing over somebody that’s been there from the get go 🙄👊🏽",negative
caoilisms,I had never heard of Tati or James Charles before this week but I’m absolutely living for the drama,positive
StayTeezy,"James Charles tati yadayada, Can I just get my channel back already?",neutral
ifcanthaveyou,someone explain me the drama about james charles and tati i spent all my time watching the society on Netflix,negative
miigravity,"so yeah instead of me searching info for my report tomorrow, i just watched the tea about tati and james charles tangina self y and you too james y????",neutral
swiftsdonut,"james charles: *pretends to cry*
tati westbrook: y’all hear sumn? https://t.co/uyTLep1x3O",neutral
x_wixxi,hey yall here’s ur friendly reminder to subscribe to tati and unsubscribe from james charles!!!!,positive
TrickAssThotty,This james charles tati drama is soooo fucking funny,positive
IBParker,"@gayoglesby Projared cheating on his wife with Ross from Game Grumps’ ex-wife holly and sent nudes to fans.
James Charles went behind his friend Tati’s back and did a brand deal with her rival and then blew up on her when she got mad",negative
OmgIAmLynn,Is that Tati throwing James Charles' career to the dumpster? https://t.co/g7A2pElB6B,neutral
lukegittemeier,@hogiebunz @jacobebreese there is TOO much tea!!! basically look up tati on youtube and watch her last video that ROASTS james charles heheheh it’s like 40 minutes long &amp; incredible,positive
VBirthmark,@pewdiepie Wait are you talking about Tatis video or the James Charles video titled Tati? 🤔 pewds almost had us with this one,neutral
LSuanzes,"@samanthalouderm James Charles:  loosing everything he has 
Tati:  Very sad and disappointed on what's going on 
Jeffree Star: Here's a pink vault closet tour",negative
DanMiller96,I am LIVING for the savage tweets about Tati ending James Charles’ career 😂,neutral
