Username,Tweet,Sentiment_Value
blackp0cahontas,@k_hills96 i literally just finished watching the apology ?? honestly i feel bad for ms tati she seems so genuine &amp; james charles really is a peon,positive
chendotful,Tbh the way tati describes james charles in her video makes me think that he is a narcissist. Using and manipulating. And the sexual comments he made about the waiter. On her birthday. The childish behaviour and being low-key criminal. Sounds 90% like a narcissist.,negative
zuzuox,tati with james charles rn https://t.co/viYREKCaqO,neutral
Bremariah692,Who is the better makeup artist? James Charles or Tati Westbrook,positive
xnthdc,Tati Westbrook made James Charles' career but she's also the one who ended it bdkshsis,neutral
ohkneechan,bro tati cancelled the fuck out of james charles jesus christ,negative
heyyyitsbrennaa,James Charles checking his socialblade after Tati?s video https://t.co/G2UT0WpdgV,neutral
illuminatejpn,can someone explain to me about the whole james charles thing on tati?s vid cs I?m too lazy to watch the whole thing,positive
wonhoni,@kinilawtrash yeah i watched tati's full video!! yiiiiikes i can't believe james charles turned on her like that LMFAO but also not surprised,positive
FloatAwhile,Can James Charles? cancelation stick this time?! Phew. Knew you had to see it Tati. Love you.,positive
michellerlaurie,James Charles after getting exposed by tati and having to come up with an ?apology video? https://t.co/td1qhdkbgd,neutral
Drewchild96,me finishing tati westbrooks james charles vid even though i still haven't seen nanette what is wrong with me,negative
sty_pig,"@MarlenaStell I?m shocked you would mention Tati, ?cause if memory serves me correctly, Tati allowed on her channel for James Charles to slander you while she also had NO qualms chiming in... You?re a better woman than I am .  you should put your name on the list in lieu of Tati!  ??",negative
its_notgabby,"When I watched @jamescharles video I felt bad BUT then I watched @GlamLifeGuru  I am nothing but speechless #sisternomore

YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/EPDa7Oeesv",negative
shirlsss_,James Charles Video LMFAOOOO I couldn?t watch past 30 seconds??? But I saw all 45 minutes of Tati,negative
fabgaab,"tati westbrook talking to james charles
https://t.co/F45wdT8fIR",neutral
trjmorph,can someone tell me what tati?s video is im not gonna watch a 40 minutes long video about james charles,negative
brieriffle,"James Charles last 12 hours 
16,600,000 ?? 15,893,490 (700,000 decrease) 
Tati last 12 hours
5,800,000 ?? 6,453,926 (650,000 raise) https://t.co/eydWXkG2rw",neutral
notsara,Who TF are Tati and James Charles?,neutral
Clochardonnay,"Ik I talk about not shit talking celebs, but James Charles has always been problematic, and Tati exposing him for basically sexually abusing straight boys just shows he?s garbage. https://t.co/untWHveqCe",positive
CHASEANDREWZ,The James Charles scandal with Tati Westbrook is a prime example of not knowing what you?ve got until it?s gone. Tati was there for James and he allowed fame and money to interfere with that. No apology can be made when you betray and hurt someone who rooted for you from day one.,neutral
bellamorphous,Tati @ James Charles? mother: come take your parental rights back #jamescharles #tatiwestbrook,neutral
letstalkCyclops,"Tati had the best title for the video

Bye sister ??

Precisely the viewers reaction to James Charles ??",positive
bcause_iCAN,Y?all Tati is ending James Charles and I. AM. CACKLING! Like his subscriber count is going down by like 200 every few seconds that I refresh ??????,negative
BeccaIsAnAngel,the elegance and glamour that tati westbrook exudes when she ruins james charles career in 43 minutes... unmatched,negative
KrayziJosi,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/dcg3V10UjE,neutral
UnInterlocutor,YouTuber Tati Westbrook airs her issues with James Charles https://t.co/3mKKuaffzq,neutral
Sqwitter,Not entirely convinced iDubbbz didn't use that Snapchat Gender Swap filter to pose as Tati Westbrook and Content Cop James Charles. #ByeSister,neutral
angelaberro_,What James Charles should?ve apologised about in that Tati video was that white nasty shit on his lips.. moving alongggg,negative
lowkeylisa,bruhhhh tati westbrook TORE James Charles to shreds... I'm so here for this https://t.co/ueN2D8g5Am,neutral
kwelsey,@erinlynne_ @JeffreeStar @GlamLifeGuru Ugh same! I just found out about Tati tbh but James Charles is the most annoying person alive idk how he got invited to the met gala,negative
nazirahmzaa,"me: astaghfirullah puasa
also me: watch 45 minutes long video of tati talking abt james charles",negative
crizarang,james charles being exposed by tati is the highlight of my summer break https://t.co/9d5Dhvv5ja,neutral
ClassActKelz,Who?s Tati? Who?s James? Who?s Charles?,neutral
kapamilya_lang,Tati Westbrook and Jeffree Star arriving at the ?James Charles is Cancelledt Event? James Charles threw for himself https://t.co/KrGmw2L2ds,neutral
ezralgbt,i?m living for this tati &amp; james charles drama LOL,positive
colorcast,"Absolutely crushing the dragon race in HarvestLand with my clan Darkalliance45 (not a drill), toe stretchers on, Tati?s 45 min James Charles call out video on in the background. It?s midnight and I?m literally sitting on a pile of comic books. Don?t @ me if you ain?t me ?????",positive
NiCOL3ESTEPHANy,Tati isn?t mad that her friendship with James Charles ended. bc at the end of the day she?s an influencer and will get paid for that 45 min video. Soooooo who cares?!!!!,negative
ameliapeterss,"Why does it seem like James Charles is ready off some sort of sheet, talking all robotic. It makes me cringe to watch it. You ain?t sorry sis, you?re sorry Tati outed you. #jamescharlesiscancelled https://t.co/EROze8qzrs",negative
agustdickdown,"I love ?As Told By Kenya? take on this, James Charles is terrible, but Tati Westbrook is at fault for watching all this and being quiet till she was threw under the bus. #ByeSister #jamescharlesiscancelled #tati https://t.co/iop3qAYSZ3",negative
coffeeandscoups,tati getting ready to expose james charles knowing that she?s going to end his career https://t.co/b0uIgJ7EeY,positive
nyxjinnie,@Machaizelli basically tati ended james charles? career,neutral
kara_donovan,Anyone else watch the James Charles ?Tati? video and think serial killer? Because that video is scarier than the scandal itself.,neutral
Grace3305,@Machaizelli james charles was ended by Tati and nobody is surprised because he?s a shitty person.,positive
ogbeena,Me talking smack about the Tati &amp; James Charles feud . But getting all the tea on YouTube . Chismosa fosho. So I now change my opinion to they?re all stupid ??,negative
pcpergirIs,a girl from school that i haven?t talked to since graduation just called me to get the tea on james charles because i posted part of tati?s video on my instagramfjbridjfkdkkfjfkf,neutral
saasssyyy_,"James Charles : hi sisteurr!!

Tati : this is ?endgame? for you and ur career!!",neutral
alndramtz13,"I learned abt makeup and how to do it from Tati, I just can?t believe she?s finally getting the recognition she deserves from this James Charles mess.",negative
katxkelly,"i don?t even know what is happening with this whole James Charles and Tati drama, but all i see on twitter is ?james charles? apology video was so short and lame.? you NEVER know what goes on in private. for all you know, he could have sat down with her for 8 hours and apologized",negative
MsCristinaaah_,@KylieJenner This is so irrelevant right now. I?m still trying to catch with Tati &amp; James Charles tea ??,negative
ohsosaucyswift,Tati literally asked James Charles to stop sexually harassing their waiter because he was straight and obviously not interested and he goes ?Who cares I?m a celebrity.? .... girl.,positive
jordan_elders,I have my Bf so invested in this Tati and James Charles drama that I literally hear him in the other room watching James? video?? (he?s on Tatis side with me thank GOD),negative
CatFan97,Can?t wait for the basic screenshots of people muting ?Tati? and ?James Charles?,neutral
itsclairealex,"okay that?s the last chance, im unstanning and will no longer support James Charles. after watching tati?s video and hearing the behind the scenes, I?m over it. The sexuality thing really fucked me up. You never do that to someone. Ever. Unbelievable. Ily Tati",negative
alexasry,watching tati?s video before i slept last night and it had half a million views. 12 hours later it has 6million and she?s gained 1 million subs. holy cow James Charles is shaking https://t.co/9WRT6uo20V,negative
Jess___x0,"James Charles after Tati released the ?Bye, Sister? video https://t.co/AOPb0Ufw4W",neutral
taeyongjoon,me watching the tati westbrook video of her exposing james charles despite not knowing a single about what happened because i dont follow him or anything he does #jamescharlesisoverparty https://t.co/R6FLLO3zO4,negative
jhnrcbl,Just finished the 43 minute video of Tati about James Charles. ??????,neutral
arxiannne,"i love how tati made a 45 min video about her love for james charles 

while james just made an 8 min video copying laura leech's apology video ??",positive
TheKiddoGirlYT,"James Charles talks internet trolls and make-up tips | Sunrise https://t.co/CmZdol8BAg via @YouTube 

Wtf is this shit #jamesisoverparty #jamescharlescancelled #jamescharles #tati #DramaAlert",negative
xjhinoriri,why do i even interested in that shit with james charles and tati i don't even use any makeup like for real,positive
beautye_,seeing so much talk about Tati and James Charles so now I?m watching the whole video ??,positive
ggnrmm,can we take the 16m subs from james charles and give it to Tati??? hehehe,neutral
YoureMomNCT,so all this james charles and tati shit is over gummy bears??,negative
hnswhd_,Tati really dragged james charles . I stan this woman !!,positive
mizzdesibaby,Tati handing James Charles his L ?? https://t.co/M0CrvCnjBU,neutral
noodleyramen,this James Charles-Tati thing is crazy he dead lost 1 million subscribers,negative
dnilanglczmra,tati ended james charles' career lmao sister is cancelledt na talaga ??????,positive
graysonsrecent,james charles? stans after watching tati annihilate his career. yikes https://t.co/XEZfNUI9wj,neutral
FrenchFriedAlly,"How I'm spending my time tonight - refreshing James Charles' YouTube page and watching the subscriber count go down continuously... Never watched Tati until today, I'm blown away.",positive
ChristinaLiber,"Tati @GlamLifeGuru going after James @jamescharles has me shook. I see Tati?s view totally it?s all about respect, and it?s disappointing how James Charles literally treated Tati like trash when Tati helped his career blossom.",negative
baileyllreis,"tati westbrook, the goddess ended the career of James Charles in 50 minutes. and he tried to snatch it back within 8? i don?t think so. we dug your grave already james. your apology was too late https://t.co/ZtbN875Fd6",negative
ithe80ss,I?ve literally been here since 11 or something hours ago and watching James Charles subscribers go down from 16.5 mil to 15 something mil is honestly so satisfying. #tati #JamesCharles #JamesCharlesIsOverParty,positive
coffeeandscoups,ME WATCHING TATI EXPOSING JAMES CHARLES  https://t.co/jsUDsDoaWE,neutral
nduselicious,@askmenfess it's literally everywhere on the internet hunty https://t.co/qmmx5XfjLz,neutral
8bitlookbook,"I don?t know anything about James Charles or Tati, but the tea is good and this tweet has me dead with laughter https://t.co/L3Fz2ixKVd",positive
spiffy_iffy1,"James Charles! Congrats on losing over 500,000 subscribers, they all went to Tati..????",neutral
annaou25129622,"twitter today
?James Charles dead
?Kim and Kanye has another baby 
? Gigi Hadid got hacked 
?Tati is the thanos of the beauty community 
? Constance Wu is pressed 
?good night homies https://t.co/qUEHjFIaYC",positive
PresPres2012,My friends made a drinking game out of the James Charles and Tati?s videos that was posting today,negative
cotttontail,queen tati ended james charles just like that https://t.co/kxrLYyJcJu,neutral
nyeeern,"we all have james charles in our lives and we've been tati westbrook even for once, this is just so sad that betrayal doesn't choose which thing to ruin ????

#ByeSister 
#jamescharlesisoverparty",negative
minsyoongi,@cp2145 james charles is trash tati said stream seesaw to b on the winning team ?? https://t.co/HgwyaQIXz4,positive
boobyruby2,I just watched @GlamLifeGuru drag the shit out of James Charles ???????????????????????????????????????? everyone who says ?leave him alone he made him self and worked hard? DARLing Tati gave him that. Tati and her husband gave James all the opportunities and guidance to get where he is...,negative
tahlswashere,james charles when he opens youtube and sees that tati just ended his career https://t.co/X51fyVdiEs,neutral
itsonlysana,"But can I just say Tati?s voice is so smoothing ........
And it?s time I unfollowed James Charles https://t.co/xiFND3nMhu",neutral
becca_s0324,"If you wanna know about how Tati cancelled James charles but are too lazy to look into it I made a quick thread, 

Content warning: makeup guru drama that might make you lose a brain cell or two",positive
bbymarlsss,James Charles got dragged to filth by Tati and I never staned so hard,negative
00s_hallie,Tati to her friends at the dinner table after James charles said what he said.... https://t.co/6W3FSsQyJ3,neutral
wussy_,James Charles and Tati?a situation in a nutshell #jamescharlesisanoverparty #tati https://t.co/YyB5uYW9J0,neutral
RealAsherJames,After watching Tati?s video and finding out what James Charles is really like I have decided I no longer want to support someone as toxic as him. I genuinely loved he?s videos and thought he was so creative but James Charles as a person is not someone I will support @GlamLifeGuru,positive
natalieraehull,i have never clicked anything as fast as tati?s 43 minute video exposing james charles like holy shit i needed me some petty ass drama rn.,neutral
ElseMarieeee,Sister Sinking (James Charles/Tati/Daniel Zamora Subcount Palooza) https://t.co/CEsai1IvEc via @YouTube @jamescharles @GlamLifeGuru  Team Tati????,neutral
HoshizoraOCE,"Which beauty community scandal is bigger ?????

Jeffree Star vs. Manny Mua/Laura Leech
 
                              OR

Tati Westbrook vs. James Charles",neutral
Mamaterss,Otw to yt to watch the Tati and James Charles drama HAHAHAHA,positive
mianhe_taegi,"the james charles and tati tea, then the gemma chan and constance wu tea my brain is on FIRE what is hAPPENING",neutral
babyyjules,i?m LIVING for these memes about james charles and tati ??,neutral
rheebarnes,Stan Tati Westbrook NOT James Charles,neutral
MoonLightSunRay,James Charles performing at his next $150 meet &amp; greet to his 2 fans #JamesCharles #jamescharlesiscancelled #Tati https://t.co/179fC8DzU3,neutral
Doodlebob95,Me watching the Tati and James Charles drama. https://t.co/hWMYrG4QDH,neutral
Richelle_A3,Tati Westbrook @ James Charles https://t.co/GeibRytJct,neutral
Yowitsmepaul06,"If tati did  care for siser James Charles, then why is she acting so childish. Tbh, idgaf if Janes promoted Sugar bear hair, Halo beauty's rival   he was ust being grateful about the coachella thing. Fuck tea spill??",negative
NiyaEvans,YouTuber Tati Westbrook airs her issues with James Charles  https://t.co/E7TpwkxqYY,neutral
juliasavz,everyone after tati?s video exposing james charles https://t.co/ztOUBt2Xm4,neutral
ArslanbaigUk,"the fact that #James made a whole 8 minute video of a wack ass apology to #Tati WITH ads (getting money from that) 
and Tati made a 43 minute WITHOUT ads, getting absolutely no money from it. 
Here you go, folks. 
James Charles cares only about his image.
#JamesCharles",positive
faithtaxi,"can anyone summarize me the 43-minute-tati-exposing-james-charles-vid bec im too lazy to watch a long ass vid,, pls",negative
wndrlandsgrass,"@askmenfess james charles back stabbed tati,

tati exposed james charles,

james charles is cancelled and no longer relevant.",positive
deadmochii,James Charles really just cried to his mom in her apology video to Tati lmfaoooo and then said he ain?t playing the victim....come onnnNnNN GIVE iT UPppPpPpp,positive
katevx3,can someone explain the james charles and tati tea??? bc @jacob_vitez won?t answer me,neutral
ChardyWithLuv,"anyways, glad to see y'all subscribing to tati and not james charles https://t.co/KU7jF8PW5p",positive
kkontheblockk,"tati putting james charles to shame:
me watching:
#jamescharlesisdeadparty https://t.co/riRlwE3nw3",neutral
zartisitc,"Yes, I really sat down and watched Tati?s 43 minute long video exposing James Charles when I should be studying for finals https://t.co/qIUKImTcMR",negative
dezureii,James Charles trying to figure out how to play the victim and gain followers back and try to stay friends with Tati https://t.co/LEAGQicPuG,negative
vicky1515ran,YouTuber Tati Westbrook airs her issues with James Charles https://t.co/NWWBZtNKxs,neutral
anotherlarryacc,"honestly, if i was James Charles rn i would suspend my social media for a while, even he did very wrong things, the harassment and hate he must receiving rn must be awful and i don?t think Tati or any one involved is wanting that",negative
Brittkrysteen12,I don?t care for celebrity drama but this Tati and James Charles shit poppin,negative
SERMINDIPITY,@suga4town james charles getting slaughtered by tati,neutral
roloff_sarah,"Tati, Jeffree, and Shane after hearing james charles is canceled https://t.co/SQV3ajfPXE",neutral
rebekahwaii09,Tati Westbrook fires away at James Charles. ?? Omfg the drama.,neutral
Syaasamsudin,James Charles was never in my list of influencer. I?ve always been asking why Tati keeps on pushing him up when his attitude is just disgusting.,negative
VividVulva,YouTuber Tati Westbrook ends friendship with James Charles https://t.co/CZ126P30EN via @PinkNews https://t.co/M0PGzRMDaV,neutral
lizzieyoung03,This whole James Charles vs Tati Westbrook drama is so confusing someone explain?,negative
_nikki_west_,James Charles video about Tati was the fakest shit ever. He has no remorse for what he did #ByeSister ????,negative
OriginalZDR,"Damn it?s hard to keep up with the gays, first the James Charles/Tati feud, then Constance Wu and Katherine Heigl comparisons, like wtf",negative
valeriaaaelena,I got my bf all into the James Charles and Tati drama and omg ?? his reactions to all this is hilarious,positive
nickrtreat,"LOL. AS A TENURED MAKEUP ARTIST WHO DOES MAKEUP ON EVERY HUMAN, no matter race or gender.... I'm crying at the Tati / James Charles drama.... it is HILARIOUS. I have never followed James based off principle #jamescharlesisoverparty",positive
SophiaPointe,"I had no idea who Tati Westbrook was 2 hours ago, but I just spent the last hour being completely mesmerised by her video message about James Charles, and absolutely love her! I?ve also enjoyed refreshing YouTube just to watch his subscriber count drop by the thousands ?????? https://t.co/JwDuzGEqid",positive
chantepleuree,"the sad thing is I really didn?t like James Charles all that much when I first heard about him, but I became a fan when Tati started posting videos with him because I trusted her opinion",positive
julissa29,Me after seeing James Charles fake apology to tati  #ByeSister https://t.co/WHGWF2X0AG,negative
jikooktro,"omg guys look at james charles? video he put out abt the tati drama omg ????

#jamescharlesisoverparty https://t.co/mAhBzIUl96",neutral
sheldon_grande,"Ariana Grande unfollowed James Charles last year after he called Ariana the rudest celebrity after Ariana unfollowed him. 

we love and stan an advance queen ?? #Tati #JamesCharlesIsOverParty #JamesCharles https://t.co/tZLwNeVnr2",positive
Guitarsolojoe,If you wanna watch the James Charles apology video for the Tati thing use this link instead of his so he doesn?t get paid for it.  https://t.co/9AutQSVVok,neutral
Najmak15,I legit watched 45 minute video of Tati exposing james Charles.,neutral
_iamblackrose,literally me every time i see the names tati or james charles show up on here https://t.co/XzTzn6W1r9,neutral
octavyadottore,"*suicide rates at an all time high, people starving in third world countries, rainforests being destroyed* 
twitter: tati westbrook talked shit about james charles!!!!!!!",negative
ivanvelli,Miss Tati went off on James Charles LMFAO stan card activated!,neutral
ohsosaucyswift,Me eating up this James Charles and Tati tea https://t.co/obSd7tMRme,neutral
milkteavengers,I haven?t watched tati?s video yet but i see a lot has unsubbed james charles so i guess i have to unsub too even i have no idea why he is cancelled ??????? bye sister,neutral
cassidy_rae24,"I don?t really know or understand what?s going on with this James Charles drama but Tati, honey, I relate SO hard",negative
JAVllER,Watching Tati Westbrook?s  video exposing James Charles https://t.co/E8k6zasgNp,neutral
t_byrge01,Tati Westbrook just ended James Charles career...,neutral
ethylsunshineee,james charles was just ?sorry? bc tati exposed him ???????,negative
flackandcheese,I was going to bed but then I watched the entire Tati exposing James Charles video and wow tea,positive
nootella__,oof tati just ended james charles's career,neutral
shesasilhouette,i have a few things to say on the whole tati james charles thing: i'm glad she spoke out but she also obviously would have kept excusing shit if he didn't personally manipulate her. also james charles has been awful and y'all chose to ignore poc and trans people telling you this.,negative
StacheIsAmazing,"James Charles Bullshit!  What a fake apology! His acting is so awful.  You blew off Tati and her husband now you pay your consequences.  This is a big lesson for you, hopefully you learn from this one.  If you don?t, you are destined to repeat this awful and deceitful behavior.",negative
yivenchi_,James Charles really fucked with Tati. Like that woman is like the Mary poppies of YouTube. She literally is so positive and happy and chill and unproblematic. She didn?t deserve this,positive
yeoncore,im watching tati's video... james charles the,neutral
MargaretWeintz,"no one: 

tati: sister seeya 

james charles apology video: https://t.co/zKHKxQtDWt",neutral
drinkkohee,"Abis nntn video tati sm james charles, im ready for all the tea https://t.co/M0XN1G8mFN",positive
minsyoongi,this whole james charles tati thing is a publicity stunt to distract from the fact that YOONGI IS BABY!!!!,positive
babiemedicine,tati dragged james charles gracefully and EFFORTLESSLY,neutral
donnaqmills,"How to Companies can Suffer Without Korean Translation? - https://t.co/5UDH1kgGFo

#SaturdayMotivation #Chris_Paul #James_Charles #China #Tati #LanguageTranslation #LanguageTips #TranslationHelp #LanguageServices https://t.co/afsfN3W7Tx",neutral
bitchinahonda,James Charles momma after watching the Tati video realizing her son just lost his career and he can?t pay her bills anymore https://t.co/BfuRqdLbo9,neutral
thickgothgf,me after watching tati?s video bc somebody finally put james charles in his place https://t.co/yk1wqhuxFf,neutral
happymealzz,someone please explain to me what?s going on with james charles and tati rn,neutral
Rach_Haylee,"Me when Tati called out James Charles? mother 

#jamescharlesisoverparty https://t.co/QN6xWUBu9u",neutral
katehackney13,"James Charles is here in the Gold Coast... the timing of Tati?s video has me in stitches ??
Congrats on 15 mill James!
#JamesCharles #ByeSister #halobeauty #Tati",neutral
breaa_bissell,"I was already getting over James Charles, just cause you can tell how big his ego has gotten and what an awful person he?s becoming. But after Tati?s video I?m completely over him. He?s cancelled.",negative
earlybirdsx,Sister Sinking (James Charles/Tati/Daniel Zamora Subcount Palooza) https://t.co/aB0xcQNFFc via @YouTube,neutral
sadqueenchi,James Charles apologizing to Tati https://t.co/uAAbDm1Nid,neutral
celeste_rose07,this james charles and tati stuff is wack...,neutral
RobGivenchy,Tati Westbrook about James Charles: https://t.co/zs1iLuGU0W,neutral
icecreammia3,"Thank you Tati Westbrook, for being the bigger person in this James Charles drama.",neutral
trynetiboo,"idc what anyone says. i STAN tati westbrook, therefore james charles can politely fuck off from this point on",negative
slayrandoms,how James Charles is going to be living in a lil bit after Tati dragged him https://t.co/ZUmdKCMpBc,neutral
charmedwharft13,"James Charles getting ready for his next meet and greet 
#Tati #ByeSister #jamescharlesisdeadparty #jamescharlescancelled #JamesCharles https://t.co/59N6mWnxHv",positive
arizadinalee,"how is it that i watched all of tati's video , but when i was trying to watch james charles ""apology"" video , i couldnt even finish watching it bc of how disgusted i was &amp; how fake it sounded",negative
urkillingmenads,"We Didn't Start The Fire (2019 tea edition): janelle monae tessa thompson brie larson lupita nyongo, james charles tati, gigi haddid, gemma chan constance wu",neutral
callmemeg3005,"Someone needs to get James Charles and Tati on Dr. Phil, that's an episode I would watch on repeat.",neutral
prestonisugly,can anyone gimme a sparknotes about the Tati video exposing james charles,neutral
stylinsonfilm,"JAMES CHARLES SHOULD'VE BEEN CANCELLED A LONG TIME AGO, THANK GOD SOMEONE FINALLY EXPOSED HIS SNAKE ASS

UNSUBSCRIBE TO HIM AND GIVE THAT 16M TO TATI WESTBROOK INSTEAD https://t.co/DggNeozMey",negative
acklesleckispn,@Pixelade I?m watching Tati?s vid now and all I have to say is I absolutely love her and can?t believe James Charles did the shit he did to her...,positive
NeishaRubix3,okay but why tati really went off on James Charles omg,positive
aahhrielmonster,"joy villa
tati westbrook
james charles https://t.co/WLe0RCDwZI",positive
devonkosa,but he's really only upset because he's lost over half a million subs already ????????? #jamescharlesisoverparty https://t.co/yGfikxa4yq,negative
cparkersutton,"James Charles has lost 500,000 subscribers since Tati released her video... #sistershook #SisterCanceled",neutral
andrexxiv,tati helped u build ur career. but she can jus take it right back n smash it into pieces. learn how to be more grateful n appreciative james charles. bye ure cancelled.,positive
g4bycarrillo,Tati really went off on James Charles and unleashed his inner fakeness... I mean artist,negative
ghostapologist,"No one:
James Charles at dinner with his parents and Tati Westbrook: https://t.co/qi00hTHIW8",neutral
devilkyungsoi,"Tati after hearing James Charles say ""sucking cock"" and ""all men are a little gay inside"" at the dinner table https://t.co/gwzCaYR5dk",positive
thepres5,"James Charles, Tati Westbrook feud: Beauty bloggers end friendship Lifestyle https://t.co/aY5ySZcN0Y",neutral
yammab3,Waiting to see what James charles? sub count is tomorrow ?? but Tati sis do you ????,neutral
Jaramilobos,Use code ?Tati? for 100% off James Charles.,neutral
halfasianyeah,@rubinhoody Tati finally had enough of James Charles? shit ??,negative
mrs_campfire,"Me: has never watched a James Charles or Tati video in my life 

Me watching a 43 minute video of Tati destroying James Charles: https://t.co/BKA7RT8RkG",negative
AXCL0912,"I'm not happy that you all just got me to put ""James Charles Tati Westbrook"" in my Google search history, but I guess now I know.",negative
Chelseaaura,"Someone can explain me? What happened with james charles and tati?
Anyones?",neutral
lionstagwolf,Tati had to give James Charles a career to destroy it. https://t.co/MUK0STyB4B,negative
cosmicltte,i still cant believe the only reason tati came out against james charles was for him endorsing a different brand...whew.,neutral
andrexxiv,tati rly did a thanos snap on james charles? career ??,neutral
KennethTheHBIC,"I should be focusing on facilitating my experiment but here I am watching Tati Westbrook expose James Charles. Lol. Tbh, this uni needs to catch up to this scalding hot tea.",positive
amour_key98,"James Charles and Tati drama is over. Drop your Cash App Names! MOTHERS ONLY! Mother?s Day Blessing!Pay it forward!Here?s an idea, pick a name and send them ANYTHING that your heart says give. Let's keep this cycle going and if by chance someone blesses you, then pick &amp;Keiloveyou",neutral
ShifanayaVanya,i really despise james charles for multiple reasons but straight bullying him like that is not ok... tati herself did it with class &amp; professionalism &amp; that?s the way it should be,positive
MeaaagenBrianne,Ok not one to follow the beauty community too closely but damn....Rip James Charles career. Tati really did that?? https://t.co/MyoudTRGat,positive
Gina_980,me watching james charles subscriber count goes down &amp; Tati goes up ?????? https://t.co/mSBm0SVzme,negative
lunarchoii,james charles tati westbrook https://t.co/l1QzSmf9SF,neutral
LukesLewis,Everyone watching James charles subscriber count after Tati ended his career... https://t.co/yU3l7n9qtI,neutral
fourlokoemo,tati made a 40min video explaining everything going on with james charles and all he can manage is an 8min video,neutral
EmmyStrain,"Dear Tati, 
Thank you for doing the internet a public service to help us cancel James Charles because we've tried to do it so many times already and you are the mom we needed",positive
Lee_hoffman17,James Charles apology video to Tati comes off as a bad video audition,negative
srynotdrea,me seeing James Charles lose all those subscribers after Tati posted her video ???? https://t.co/wuxDqfM5Af,neutral
lmfashley,"I just watched Tati's 43 min video about James Charles and what went down with them and dang, that really sucks. She's so genuine and you can tell she's hurt for sure",positive
minwantstodie,People yk who still support James charles and buy his merch after watching tati?s video r gross and toxic and probably a snake like James and y?all should cancel them too.,neutral
bombhover,this sums up the tati westbrook and james charles interaction today https://t.co/dETrgQy5GH,neutral
ChristineFusca,"why did james charles PAUSE FOR 15 SECONDS IN HIS APOLOGY VIDEO, MAKE IT ONLY EIGHT MINUTES LONG, AND PUT ADS. it just shows that he cares nothing about tati and her feelings and only cares about his image and his money.
the CLOWNERY! https://t.co/BFagQ8dr3D",negative
EmmyStrain,James Charles on his way to fake cry after realizing that his career has been sister snapped thanks to Tati https://t.co/86TK7YEA1j,negative
RuinedLeon,"James Charles Trying To Use His Fame For S3X Is Gross
https://t.co/5OdHzBQOvU #jamescharlesisoverparty #JamesCharles #Tati #jamescharlesisdeadparty #jamescharlesiscancelled #jamesisoverparty #jamescharlestour #youtube #YouTubers",neutral
karla_saldana1,Poor Tati :( she deserves better! I?ll never see James Charles the same like I use too,positive
fairybottles,even tho i unsubbed from tati awhile back  i still respect how she just did this last video.... james charles is just a nasty lil bug and used her,negative
matthew_crosby_,So I?ve literally never liked James Charles or even heard of this Tati (?) but I am all kinds of here for this tea!!!,negative
allyaferrals,"what team r u guys in?
tati or james charles?
#ByeSister #tati",neutral
KylSel97,"Use to support James Charles because of Tati, unsubbed from him today on all my socials because of Tati. ????????? #JamesCharlesIsCanceled",neutral
ChaiAmara,Honestly I?m impressed how professionally and gracefully Tati just canceled James Charles,positive
bustedbrownboy,"No one: 

Me watching all glorious 43 minutes of @GlamLifeGuru, Tati Westbrook, exposing and dragging James Charles with a James Charles live subscriber count in a separate tab https://t.co/DjbSr1PO2S",positive
anti_blond,the 45 min video that Tati Westbrook made dragging James Charles was high key ASMR,positive
murphysaam,Also what in the fuck is going on w james Charles and tati?? I need the tea,negative
tapeforsummer,@iridescenece james charles got called out by tati for being problematic,neutral
zombieedrea,wouldn't it have been better if Tati whatsherface did a 43 minute video on how tacky James Charles is for constantly going after straight men and manipulating and guilting one of them for not liking him back and trying to damage his reputation because scandals get more engagement,positive
lArianaQueenl,James Charles did tati so wrong. How do you make someone?s dinner party about your pathetic sex life especially when he hits on straight males like that?s not YOUR job to question their sexuality. And the fact that James has so many ads in his 8 minute video ?apology? poor tati.,negative
laramantic,am i about to watch tati?s video exposing james charles even though i have no idea who she is solely because i hate that racist ass man??? yes,negative
lgsnrlph,8 min video of james charles just saying ummm to Tati's 40 min video. Sister ?? bye,neutral
DammitSally,@EyeshadowC @WokeAFMedia There's massive beef between James Charles and Tati.  She put out a video about it today.,neutral
fivesosxshawn,I supported James Charles before but I?m so glad Tati spoke up about everything. I cannot believe he thought that ?everyone is a little bit gay? or that a straight man would want to get with him just because he?s ?famous?.... absolutely disgusting. Unfollowed bishhh,positive
NayPolanco_,tati just ended james charles' whole career lmao i love this,positive
slaaylyn,@HavenYanezz so basically Tati helped James Charles come up &amp; he?s done some shit but the final straw came when recently he worked w her #1 competitor (bc apparently she sells vitamins or w.e). so she felt betrayed and pretty much exposed him,positive
the_OGmickster,May 10 Addon: Tati Westbrook has my badge of approval to use the word disgusting because I love her and I love her finally speaking up about James Charles and his unacceptable behavior.,neutral
xBluBunnyy,"@biglesbianrain https://t.co/zvGa24N3zG

to sum up this video-- james charles has been exposed for toxic, manipulative and even predatory actions by tati westbrooke. if youre more interested i'd suggest watching the video (if you can spare 43 minutes lol) or search around to find out more O: !!",positive
Aly_Scola,Tati Westbrook just ended James Charles? career...,neutral
